ID,Aat2,Acon1,Acon5,Acy1,Anna,Baez,Baron_harkonnen,Beatles,Bertha,Black_Crow,Blackbird,Blue_Jay,C1,C147,C204,C21,C216_pigtail,C234,C259,C278_PT,C294,C316,C334,C367,C368_PigTail,C485,C487_PigTail,C536,Cactus_tree,Carey,Carnival,Cool_water,Coyote,Darwi_Odrade,Daytripper,Deadpool,Diamond_Joe,Emma_Frost,G3pdh1,Glass_onion_v2,Handy_dandy,Harvest,Heartland,i-109,i-113,i-114,i-120_PigTail,i-126,i-127,i-132,i-135,i129,Imagine,Jackstraw_PigTail,Jam_session,Jericho,Jerry-Garcia,Jokerman,Jude,Julia,Kitty_Pryde,Maggie_mae,Majesty,Miles_teg,Million_miles,Monkey,Mozambique,Neil_Young,Nettie_Moore,Pam,Percy,Pgm1,Piggies,Psylocke,Queen_jane,Ramble,red_ant,Sam_Stonev2,Seastones,Sinv-25,Sinv12,Siona,Sol-11,Sol-18,Sol-20,Sol-42f,Sol-49,Sol-6,Sol-J1,Sol-M2,Sol-M3,Starr,st_stephen,Sun_King,sunrise,Sway,Taxman,Tombstone_blues,Trouble,Tweedy,Walrus,Weight,Wigwam,Workingman_Blues,Yellow_submarine
279,0,NA,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0
280,0,NA,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0
281,1,NA,1,0,1,NA,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,NA,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,NA,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
282,0,NA,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,NA,0,0,0,1,1,NA,NA,0,NA,1,1,0,1,0,1,1,1,1,1,1,1,1,NA,1,0,0,1,0,1,NA,0,0,1,0,0,1,NA,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,NA,0,1,0,NA,0,NA,NA,1,1
285,0,NA,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,NA,1,NA,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,NA,1
286,0,NA,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,NA,NA,0,NA,NA,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
287,0,NA,0,0,NA,1,1,0,0,0,1,0,1,1,1,0,1,0,0,NA,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,NA,0,0,0,1,NA,0,NA,0,NA,NA,0,NA,NA,1,0,0,0,1,0,NA,1,1,0,NA,1,1,0,0,NA,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,NA,1,1,1,1,1,0,1,0,1,0,0,NA,0,1,1,NA,1,0,0,1,NA,1,1
288,0,NA,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,NA,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,NA,NA,1,NA,NA,NA,NA,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,NA,0,0,1,1,0,1,1,1,1,1,0,1,NA,0,0,1,1,0,0,0,0,1,0,0,0,NA
289,0,NA,0,1,1,NA,NA,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,NA,NA,NA,0,NA,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,NA,1,0,NA,1,NA,0,1,0,0,NA,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,NA,0,0,1,1,1,1,NA,0,0,1,0
290,0,NA,0,0,1,NA,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,NA,NA,0,0,NA,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,NA,1,0,1,0,0,1,NA,0,NA,0,1,0,0,NA,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,NA,1,0,1,0
291,0,NA,NA,0,1,NA,NA,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,NA,NA,NA,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,NA,1,0,1,1,1,1,0,1,1,NA,0,1,0,0,NA,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,NA,0,0,1,0
292,0,NA,0,0,1,NA,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,NA,1,0,NA,NA,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,NA,1,0,1,1,0,1,0,0,0,0,1,0,1,NA,1,0,1,0,1,0,NA,0,1,1,0,NA,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,NA,0,0,0,1,0,1,NA,0,NA,1,0
293,1,NA,0,0,1,NA,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,NA,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,NA,0,1,0,0,NA,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,NA,1,1,0,0,1,1,0,0,1,0,1
295,0,NA,1,1,1,NA,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,NA,NA,0,0,NA,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,NA,1,1,1,0,NA,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,NA,0,1,0,1,1,1,1,0,1,1,1
296,0,NA,0,1,1,NA,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,NA,NA,0,0,0,1,0,0,1,1,0,1,1,0,1,1,NA,0,NA,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,NA,0,0,0,0,NA,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,NA,0,1,1,0,0,1,NA,0,0,1,0
297,0,NA,0,0,0,NA,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,NA,1,NA,NA,0,NA,1,1,0,0,1,0,0,0,0,0,0,1,0,NA,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,NA,1,NA,1,0,1,0,NA,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,NA,1,1,1,0
298,0,NA,0,1,0,NA,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,NA,0,1,NA,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,NA,NA,0,0,0,0,1,0,1,1,0,1,0,1,0,1,NA,0,1,NA,1,NA,1,1,1,0,NA,1,1,NA,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,NA,0,0,1,1
299,0,NA,0,0,1,NA,NA,0,1,0,0,1,1,1,0,0,1,0,1,NA,0,0,0,1,0,0,1,1,NA,NA,NA,0,NA,NA,0,0,0,0,1,1,0,0,1,0,0,NA,NA,NA,1,NA,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,NA,0,0,NA,1,NA,0,0,1,0,NA,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,NA,1,1,1,0,1,0,NA,0,0,1,1
300,0,NA,1,0,0,NA,NA,0,1,1,0,0,1,0,0,0,0,1,1,NA,1,0,1,0,1,1,0,NA,NA,1,1,1,NA,NA,1,0,0,1,1,0,0,1,0,0,0,NA,NA,NA,1,0,0,0,0,1,0,1,1,0,0,0,NA,0,0,0,0,NA,0,1,NA,1,NA,1,0,0,0,NA,0,1,0,0,0,0,0,0,1,1,0,0,1,NA,0,0,0,NA,0,1,1,0,1,1,NA,0,1,NA,1
301,0,NA,0,0,0,0,NA,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,NA,1,1,0,NA,0,1,0,0,0,NA,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,NA,0,1,0,0,0,1,0,NA,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,NA,1
302,1,NA,0,0,1,0,0,NA,0,NA,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,NA,0,1,1,0,1,0,1,NA,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,NA,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,NA,1
303,0,NA,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
304,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,NA,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0
305,0,NA,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
306,0,NA,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,NA,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,NA,1,1,1,0,1,0,1,0,0,0,0
307,0,NA,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,NA,1,1,0,0,1,0,0,1,0,NA,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,NA,1,1,0,0,1,0,1,1,0,0,0
309,0,NA,1,0,1,1,NA,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,NA,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,NA,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0
310,0,NA,0,0,1,NA,NA,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,NA,1,1,0,1,0,0,0,0,0,NA,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,NA,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0
311,0,NA,0,0,1,0,NA,0,1,0,1,0,1,0,1,0,0,1,0,NA,0,0,1,0,0,1,0,1,NA,0,0,0,NA,1,0,0,1,1,1,0,1,1,0,1,1,NA,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,1,0,NA,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1
312,NA,NA,NA,NA,1,0,0,0,0,0,NA,0,1,1,0,0,1,1,1,NA,0,1,0,0,0,0,0,NA,NA,0,1,1,NA,1,0,0,0,0,NA,0,1,0,1,1,0,NA,NA,NA,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,NA,0,1,NA,0,0,NA,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,0,0,0,0,0,0,1
313,0,NA,0,0,0,0,NA,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,NA,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,NA,0,0,0,0,0,1,1,1,0,1,0,0,1,NA,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,NA,0
314,0,NA,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,NA,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1
315,0,NA,1,0,1,NA,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
316,0,NA,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,NA,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,NA,1,0,0,1,0,0,0
317,0,NA,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,NA,1,1,0,NA,0,1,NA,1,NA,0,NA,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,NA,0,1,0,0,0,0,0,1,NA,0,0
318,1,NA,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,NA,0,0,NA,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,NA,0,0,1,1,0,NA,0,NA,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,NA,0,1,1,0,1,0,0,0,0,1,0
319,1,NA,1,0,NA,1,NA,0,NA,1,0,1,NA,1,0,1,1,1,NA,0,NA,1,0,0,0,1,NA,1,1,1,0,0,1,NA,0,0,NA,0,1,1,NA,0,1,1,1,NA,0,1,0,NA,0,0,0,0,0,0,1,0,0,0,0,NA,1,NA,NA,0,0,0,1,NA,1,0,1,NA,1,0,0,0,1,1,0,1,1,NA,0,1,1,0,NA,0,0,0,0,NA,0,1,0,0,1,0,NA,0,NA,1,0
320,0,NA,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,NA,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0
321,0,NA,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0
322,1,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,NA,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
323,0,NA,0,0,1,0,NA,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,NA,1,1,0,1,1,0,0,1,1,0,1,NA,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,NA,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,NA,1,0,1,0,0,0,0,1,0
324,0,NA,0,0,1,1,NA,0,1,0,0,1,0,1,0,1,0,1,1,NA,1,0,1,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,NA,NA,NA,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,NA,0,0,NA,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,NA,1,1,1,0,1,1,1,0,0,NA,0
325,NA,NA,NA,NA,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,NA,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,NA,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,NA,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
326,1,NA,1,0,0,NA,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
328,1,NA,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,NA,0,0,1,1,1,1,0,0,1,0,1,0,NA,0,NA,0,1,1,1,0,0,NA,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,NA,0,1,1,1,1,0,0,0,0,0,NA,0
329,0,NA,1,0,1,0,0,0,1,1,0,NA,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,NA,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1
330,1,NA,NA,0,1,NA,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,NA,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,NA,0,1,0,0,0,1,0,0,1,1,0,1,1,NA,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0
331,0,NA,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
333,1,NA,NA,NA,0,1,0,0,1,0,0,1,NA,0,1,0,1,1,NA,1,1,0,0,0,0,1,NA,0,0,0,1,0,1,NA,0,0,0,0,NA,0,0,0,0,1,0,NA,0,1,0,0,0,0,0,0,NA,1,NA,NA,0,NA,1,0,0,NA,0,1,0,0,NA,0,1,NA,0,1,0,NA,0,1,1,0,0,NA,1,1,1,1,NA,1,1,NA,0,0,0,NA,0,0,0,0,1,1,1,0,NA,0,NA
334,0,NA,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,NA,0
336,0,NA,0,0,1,0,NA,0,0,1,0,1,0,0,1,0,1,1,0,NA,0,1,0,1,0,0,0,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,1,1,1,0,1,1,0,NA,0,1,1,1,NA,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,NA,0
337,1,NA,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,NA,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1
338,0,NA,NA,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,NA,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,NA,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,NA,0,1,0,0,1,0,NA,0,0
339,0,NA,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
340,0,NA,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1
341,NA,NA,NA,NA,1,0,0,0,1,1,0,0,NA,1,0,0,0,NA,NA,0,1,1,NA,NA,NA,NA,0,1,0,0,0,0,1,0,1,1,0,0,NA,1,0,0,1,0,0,1,1,1,0,NA,NA,1,0,1,0,1,NA,1,0,0,0,1,0,1,1,0,1,1,0,0,1,NA,1,1,1,0,0,1,NA,1,0,0,1,0,1,1,1,1,1,NA,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1
343,0,NA,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,NA,0,0,1,1,1,1,0,1,0,1,1
344,1,NA,NA,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,NA,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,NA,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,NA,1,1,1,1,0,1,1,0,1,1,0
345,1,NA,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,NA,NA,0
346,0,NA,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,NA,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1
347,0,NA,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,NA,1,1,0,0,1,0,NA,0,0,0,1,1,1,0,NA,1,0,0,NA,NA,NA,1,1,1,0,0,0,0,1,1,NA,0,0,0,0,0,NA,0,0,1,1,1,1,1,0,1,NA,0,NA,1,1,0,0,0,1,1,0,0,1,1,0,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,1,0
